iter	Passed	Remaining
293	4284	10287
294	4297	10270
295	4310	10253
296	4325	10238
297	4339	10223
298	4353	10206
299	4367	10189
300	4382	10177
301	4396	10161
302	4410	10146
303	4423	10127
304	4437	10111
305	4451	10096
306	4465	10080
307	4480	10067
308	4508	10082
309	4521	10064
310	4535	10047
311	4548	10029
312	4562	10013
313	4576	9999
314	4591	9984
315	4605	9969
316	4619	9953
317	4634	9938
318	4650	9926
319	4664	9911
320	4677	9895
321	4691	9877
322	4705	9862
323	4718	9845
324	4732	9828
325	4745	9811
326	4759	9794
327	4772	9778
328	4787	9763
329	4801	9747
330	4814	9730
331	4829	9717
332	4844	9703
333	4858	9687
334	4871	9670
335	4885	9655
336	4900	9641
337	4914	9625
338	4929	9611
339	4943	9596
340	4957	9579
341	4971	9564
342	4984	9547
343	4998	9531
344	5012	9516
345	5026	9500
346	5040	9485
347	5053	9468
348	5067	9452
349	5081	9436
350	5095	9422
351	5109	9405
352	5122	9388
353	5135	9372
354	5149	9355
355	5162	9339
356	5175	9322
357	5188	9305
358	5201	9287
359	5214	9269
360	5227	9252
361	5240	9236
362	5254	9219
363	5267	9203
364	5280	9187
365	5294	9171
366	5307	9154
367	5322	9140
368	5337	9127
369	5352	9113
370	5384	9128
371	5400	9116
372	5413	9099
373	5428	9086
374	5441	9069
375	5455	9053
376	5468	9037
377	5481	9020
378	5496	9006
379	5510	8990
380	5523	8973
381	5536	8957
382	5552	8944
383	5575	8943
384	5589	8927
385	5603	8913
386	5618	8900
387	5631	8883
388	5646	8869
389	5660	8853
390	5674	8837
391	5687	8821
392	5700	8804
393	5729	8812
394	5742	8795
395	5756	8779
396	5771	8765
397	5785	8751
398	5799	8736
399	5814	8721
400	5828	8705
401	5842	8690
402	5855	8674
403	5870	8660
404	5884	8644
405	5905	8639
406	5919	8625
407	5933	8609
408	5947	8593
409	5961	8579
410	5975	8564
411	5991	8551
412	6008	8539
413	6022	8525
414	6036	8509
415	6049	8493
416	6064	8479
417	6080	8466
418	6098	8456
419	6112	8440
420	6126	8426
421	6142	8412
422	6156	8397
423	6171	8384
424	6185	8368
425	6200	8354
426	6214	8339
427	6228	8323
428	6241	8307
429	6256	8292
430	6272	8280
431	6288	8268
432	6302	8252
433	6324	8247
434	6340	8234
435	6353	8218
436	6367	8204
437	6381	8188
438	6395	8173
439	6410	8159
440	6426	8146
441	6440	8131
442	6467	8131
443	6481	8115
444	6495	8101
445	6510	8086
446	6524	8071
447	6539	8057
448	6553	8041
449	6566	8025
450	6580	8010
451	6594	7994
452	6607	7978
453	6621	7963
454	6636	7949
455	6650	7933
456	6663	7917
457	6700	7929
458	6715	7915
459	6731	7901
460	6745	7886
461	6759	7871
462	6773	7855
463	6786	7839
464	6800	7824
465	6816	7811
466	6829	7795
467	6844	7780
468	6858	7765
469	6873	7750
470	6887	7735
471	6901	7720
472	6920	7710
473	6934	7694
474	6947	7678
475	6960	7662
476	6973	7646
477	6988	7631
478	7004	7618
479	7018	7602
480	7032	7588
481	7045	7572
482	7059	7556
483	7072	7540
484	7086	7525
485	7101	7510
486	7114	7494
487	7128	7479
488	7143	7465
489	7158	7451
490	7192	7456
491	7207	7442
492	7221	7426
493	7236	7412
494	7252	7398
495	7268	7385
496	7282	7370
497	7295	7354
498	7309	7338
499	7324	7324
500	7337	7308
501	7350	7292
502	7365	7277
503	7379	7262
504	7395	7249
505	7408	7233
506	7422	7217
507	7435	7200
508	7448	7184
509	7460	7168
510	7474	7152
511	7500	7148
512	7514	7133
513	7527	7117
514	7541	7102
515	7555	7086
516	7568	7070
517	7583	7056
518	7599	7042
519	7613	7027
520	7627	7012
521	7641	6997
522	7656	6982
523	7669	6966
524	7683	6951
525	7696	6935
526	7709	6919
527	7723	6904
528	7737	6889
529	7752	6874
530	7766	6859
531	7779	6843
532	7794	6828
533	7808	6814
534	7821	6798
535	7834	6782
536	7848	6766
537	7861	6751
538	7876	6736
539	7889	6720
540	7902	6705
541	7916	6690
542	7931	6675
543	7949	6663
544	7963	6648
545	7977	6633
546	7991	6618
547	8004	6602
548	8017	6586
549	8033	6572
550	8047	6557
551	8061	6543
552	8076	6528
553	8090	6513
554	8103	6497
555	8116	6481
556	8130	6466
557	8145	6451
558	8158	6436
559	8172	6420
560	8186	6406
561	8200	6391
562	8214	6375
563	8227	6360
564	8240	6344
565	8255	6329
566	8268	6314
567	8281	6298
568	8294	6282
569	8308	6267
570	8321	6252
571	8336	6237
572	8351	6223
573	8378	6217
574	8392	6202
575	8405	6187
576	8419	6172
577	8434	6158
578	8450	6144
579	8465	6130
580	8480	6115
581	8493	6100
582	8509	6086
583	8525	6072
584	8539	6058
585	8553	6042
586	8566	6027
587	8579	6011
588	8594	5996
589	8608	5982
590	8623	5967
591	8637	5952
592	8651	5937
593	8666	5923
594	8680	5908
595	8695	5894
596	8709	5879
597	8723	5864
598	8740	5851
599	8754	5836
600	8768	5821
601	8783	5806
602	8798	5792
603	8811	5777
604	8824	5761
605	8837	5745
606	8850	5730
607	8865	5715
608	8879	5700
609	8894	5686
610	8907	5671
611	8921	5656
612	8935	5640
613	8947	5625
614	8962	5610
615	8977	5596
616	8991	5581
617	9006	5567
618	9022	5553
619	9037	5538
620	9051	5524
621	9065	5509
622	9078	5494
623	9093	5479
624	9107	5464
625	9120	5449
626	9134	5434
627	9147	5418
628	9162	5404
629	9176	5389
630	9190	5374
631	9204	5359
632	9218	5344
633	9232	5329
634	9245	5314
635	9260	5300
636	9274	5285
637	9287	5269
638	9301	5254
639	9314	5239
640	9331	5225
641	9345	5211
642	9361	5197
643	9374	5182
644	9389	5167
645	9403	5153
646	9418	5138
647	9434	5124
648	9448	5110
649	9462	5095
650	9476	5080
651	9490	5065
652	9506	5051
653	9519	5036
654	9533	5021
655	9546	5006
656	9561	4991
657	9575	4976
658	9589	4962
659	9603	4947
660	9617	4932
661	9630	4916
662	9643	4901
663	9657	4887
664	9671	4871
665	9685	4857
666	9700	4843
667	9717	4829
668	9730	4814
669	9744	4799
670	9758	4784
671	9779	4773
672	9793	4758
673	9808	4743
674	9821	4728
675	9835	4713
676	9849	4699
677	9864	4684
678	9878	4670
679	9891	4654
680	9905	4639
681	9918	4624
682	9932	4609
683	9947	4595
684	9961	4580
685	9975	4565
686	9988	4550
687	10001	4535
688	10016	4521
689	10029	4506
690	10043	4491
691	10056	4476
692	10070	4461
693	10085	4446
694	10099	4432
695	10113	4417
696	10126	4402
697	10140	4387
698	10170	4379
699	10184	4364
700	10198	4349
701	10211	4334
702	10224	4319
703	10238	4304
704	10250	4289
705	10280	4281
706	10295	4266
707	10309	4252
708	10323	4236
709	10336	4222
710	10350	4207
711	10375	4196
712	10389	4181
713	10404	4167
714	10417	4152
715	10431	4137
716	10452	4125
717	10466	4110
718	10480	4095
719	10494	4081
720	10508	4066
721	10520	4050
722	10534	4036
723	10548	4021
724	10563	4006
725	10576	3991
726	10590	3976
727	10604	3962
728	10619	3947
729	10634	3933
730	10649	3919
731	10664	3904
732	10679	3890
733	10693	3875
734	10707	3860
735	10720	3845
736	10734	3830
737	10749	3816
738	10764	3801
739	10777	3786
740	10791	3772
741	10806	3757
742	10818	3742
743	10833	3727
744	10847	3712
745	10861	3698
746	10874	3683
747	10887	3668
748	10901	3653
749	10914	3638
750	10927	3623
751	10942	3608
752	10955	3593
753	10969	3579
754	10983	3564
755	11001	3550
756	11013	3535
757	11027	3520
758	11040	3505
759	11053	3490
760	11068	3476
761	11082	3461
762	11097	3446
763	11112	3432
764	11125	3417
765	11138	3402
766	11151	3387
767	11165	3372
768	11179	3358
769	11192	3343
770	11213	3330
771	11228	3316
772	11242	3301
773	11256	3286
774	11271	3272
775	11285	3257
776	11299	3243
777	11313	3228
778	11326	3213
779	11340	3198
780	11353	3183
781	11366	3168
782	11380	3154
783	11394	3139
784	11408	3124
785	11423	3110
786	11436	3095
787	11449	3080
788	11464	3065
789	11478	3051
790	11492	3036
791	11524	3026
792	11538	3011
793	11551	2996
794	11565	2982
795	11578	2967
796	11591	2952
797	11605	2937
798	11620	2923
799	11632	2908
800	11646	2893
801	11660	2878
802	11676	2864
803	11694	2850
804	11709	2836
805	11723	2821
806	11739	2807
807	11756	2793
808	11772	2779
809	11787	2764
810	11801	2750
811	11817	2736
812	11833	2721
813	11848	2707
814	11862	2692
815	11877	2678
816	11891	2663
817	11905	2648
818	11918	2634
819	11934	2619
820	11949	2605
821	11963	2590
822	11978	2576
823	11994	2561
824	12008	2547
825	12022	2532
826	12036	2517
827	12051	2503
828	12066	2488
829	12081	2474
830	12094	2459
831	12107	2444
832	12122	2430
833	12137	2415
834	12151	2401
835	12181	2389
836	12195	2374
837	12211	2360
838	12225	2346
839	12240	2331
840	12254	2316
841	12268	2302
842	12283	2287
843	12297	2273
844	12312	2258
845	12326	2243
846	12340	2229
847	12354	2214
848	12368	2199
849	12382	2185
850	12396	2170
851	12409	2155
852	12423	2140
853	12436	2126
854	12450	2111
855	12464	2096
856	12478	2082
857	12493	2067
858	12508	2053
859	12522	2038
860	12537	2023
861	12550	2009
862	12563	1994
863	12576	1979
864	12590	1965
865	12604	1950
866	12619	1935
867	12636	1921
868	12665	1909
869	12679	1894
870	12693	1879
871	12706	1865
872	12720	1850
873	12735	1835
874	12748	1821
875	12763	1806
876	12778	1792
877	12791	1777
878	12806	1762
879	12820	1748
880	12833	1733
881	12847	1718
882	12861	1704
883	12874	1689
884	12899	1676
885	12915	1661
886	12928	1647
887	12943	1632
888	12956	1617
889	12976	1603
890	12989	1589
891	13002	1574
892	13016	1559
893	13030	1544
894	13043	1530
895	13058	1515
896	13086	1502
897	13101	1488
898	13114	1473
899	13128	1458
900	13142	1444
901	13158	1429
902	13171	1414
903	13186	1400
904	13202	1385
905	13217	1371
906	13230	1356
907	13259	1343
908	13274	1328
909	13288	1314
910	13301	1299
911	13315	1284
912	13328	1270
913	13342	1255
914	13356	1240
915	13370	1226
916	13384	1211
917	13397	1196
918	13410	1182
919	13425	1167
920	13438	1152
921	13463	1139
922	13476	1124
923	13495	1109
924	13508	1095
925	13521	1080
926	13535	1065
927	13548	1051
928	13562	1036
929	13576	1021
930	13590	1007
931	13604	992
932	13618	977
933	13632	963
934	13645	948
935	13659	933
936	13672	919
937	13686	904
938	13698	889
939	13712	875
940	13725	860
941	13739	845
942	13760	831
943	13775	817
944	13789	802
945	13802	787
946	13816	773
947	13830	758
948	13842	743
949	13857	729
950	13871	714
951	13883	700
952	13898	685
953	13913	670
954	13926	656
955	13940	641
956	13953	626
957	13965	612
958	13979	597
959	13992	583
960	14006	568
961	14018	553
962	14033	539
963	14047	524
964	14061	510
965	14074	495
966	14089	480
967	14104	466
968	14118	451
969	14134	437
970	14150	422
971	14167	408
972	14183	393
973	14197	378
974	14211	364
975	14225	349
976	14239	335
977	14252	320
978	14265	306
979	14296	291
980	14323	277
981	14336	262
982	14358	248
983	14387	233
984	14400	219
985	14419	204
986	14432	190
987	14450	175
988	14465	160
989	14478	146
990	14490	131
991	14503	116
992	14529	102
993	14541	87
994	14553	73
995	14577	58
996	14607	43
997	14622	29
998	14639	14
999	14651	0
