iter	Logloss
402	0.3058596575
403	0.3057807421
404	0.3057473386
405	0.3057018732
406	0.305670264
407	0.3056451278
408	0.3056160391
409	0.3055946681
410	0.3055602054
411	0.3055111472
412	0.3054676904
413	0.3054485274
414	0.3054273593
415	0.3054041165
416	0.3053501437
417	0.305317026
418	0.3052428857
419	0.3051997921
420	0.3051635399
421	0.3050970548
422	0.3050586621
423	0.3050195955
424	0.3049883573
425	0.3049611997
426	0.3049275175
427	0.3048552443
428	0.3048275347
429	0.3047832238
430	0.3047356377
431	0.3046988578
432	0.3046697234
433	0.3046072774
434	0.3045591322
435	0.3045346206
436	0.3045152409
437	0.3044642075
438	0.304424583
439	0.3044004644
440	0.3043642313
441	0.3043393212
442	0.3043165604
443	0.3042966395
444	0.304201575
445	0.3041728061
446	0.3041449926
447	0.3041089101
448	0.3040713455
449	0.304025212
450	0.3039980325
451	0.303964496
452	0.3039049554
453	0.3038704316
454	0.3038336833
455	0.3038037019
456	0.3037864438
457	0.3037532779
458	0.3037277501
459	0.3036672365
460	0.3036376825
461	0.3036229331
462	0.3035685987
463	0.3035377959
464	0.3035070383
465	0.3034696893
466	0.303431582
467	0.3033771851
468	0.3033632581
469	0.303336193
470	0.3032979895
471	0.3032501337
472	0.3032230634
473	0.3031688123
474	0.3031454026
475	0.3031164475
476	0.3030905983
477	0.3030407919
478	0.3029577947
479	0.302931784
480	0.3028919462
481	0.302861541
482	0.3028171009
483	0.3027753527
484	0.3027107592
485	0.3026743481
486	0.3026377262
487	0.3026044947
488	0.3025815412
489	0.3025488525
490	0.3025067655
491	0.302482091
492	0.3024523529
493	0.3024092993
494	0.3023805335
495	0.3023634144
496	0.3023036418
497	0.3022518772
498	0.3022316581
499	0.3021871194
500	0.3021290394
501	0.3021035486
502	0.3020621983
503	0.3020451564
504	0.3020295254
505	0.3020138654
506	0.3019959575
507	0.3019671811
508	0.3019394607
509	0.3019120962
510	0.3018917746
511	0.3018667662
512	0.3018396571
513	0.3018141722
514	0.301768409
515	0.3017442793
516	0.3017161001
517	0.301684071
518	0.3016280714
519	0.3016048718
520	0.3015819022
521	0.30156841
522	0.3015424488
523	0.3015187982
524	0.3014350398
525	0.3014067524
526	0.3013832244
527	0.3013583602
528	0.3013261358
529	0.3013015488
530	0.3012797878
531	0.301262968
532	0.3012113904
533	0.3011849329
534	0.3011451217
535	0.3011116377
536	0.3010891793
537	0.301061045
538	0.3010342298
539	0.3010024656
540	0.3009690791
541	0.3009284305
542	0.3009088246
543	0.300887194
544	0.3008511632
545	0.3008225506
546	0.3007719013
547	0.3007506383
548	0.3007249616
549	0.3006766975
550	0.3006473021
551	0.3006109893
552	0.3005779949
553	0.3005477651
554	0.3004913289
555	0.3004726809
556	0.3004550316
557	0.3004173237
558	0.3004028729
559	0.3003783632
560	0.3003478406
561	0.3003148477
562	0.3002859709
563	0.3002628488
564	0.3002475184
565	0.3002157876
566	0.3001835942
567	0.3001672431
568	0.3001401189
569	0.3001239651
570	0.3001021839
571	0.3000758805
572	0.3000554501
573	0.3000326653
574	0.3000064943
575	0.2999871903
576	0.299954766
577	0.2999400916
578	0.299902389
579	0.2998676742
580	0.2998390901
581	0.2998067295
582	0.2997720518
583	0.2997257979
584	0.2997000487
585	0.2996830158
586	0.2996422022
587	0.2996272157
588	0.2995815356
589	0.2995531476
590	0.2995195969
591	0.2995033241
592	0.2994659056
593	0.2994414419
594	0.2994291056
595	0.2993865546
596	0.2993688351
597	0.2993508484
598	0.2993367179
599	0.2993198282
600	0.2993032378
601	0.2992774569
602	0.2992493565
603	0.2992245963
604	0.2992092478
605	0.2991639855
606	0.2991321056
607	0.2990920926
608	0.2990492151
609	0.2990232989
610	0.2989979787
611	0.2989696224
612	0.298942751
613	0.2989185229
614	0.2988927921
615	0.2988728274
616	0.2988126392
617	0.298790427
618	0.2987716667
619	0.2987573099
620	0.2987426159
621	0.2987072746
622	0.2986825988
623	0.2986519854
624	0.298630098
625	0.2986102665
626	0.2985784915
627	0.2985504308
628	0.2985304389
629	0.2984794069
630	0.2984469507
631	0.2984200517
632	0.2984024631
633	0.2983666291
634	0.2983077379
635	0.2982803875
636	0.2982614461
637	0.2982383721
638	0.2981699914
639	0.2981444449
640	0.2980945019
641	0.2980646914
642	0.2980262324
643	0.2980093846
644	0.2979871958
645	0.297943796
646	0.2979266654
647	0.2979006696
648	0.2978749185
649	0.2978595126
650	0.2978400657
651	0.2978127172
652	0.2977852336
653	0.2977676283
654	0.2977315939
655	0.2976971098
656	0.2976795494
657	0.297657868
658	0.2976393889
659	0.2976279989
660	0.297599079
661	0.2975822021
662	0.2975507731
663	0.2975305253
664	0.2975008391
665	0.2974715933
666	0.297448388
667	0.2974238375
668	0.2974056182
669	0.2973674416
670	0.2973428002
671	0.2972987438
672	0.2972764151
673	0.2972544532
674	0.297226452
675	0.297198511
676	0.2971666705
677	0.2971422383
678	0.2971116135
679	0.2970912515
680	0.2970668502
681	0.2970467265
682	0.2970275669
683	0.2970098625
684	0.2969961448
685	0.2969728635
686	0.2969496706
687	0.2969346678
688	0.2968993734
689	0.2968741094
690	0.2968449457
691	0.2968260049
692	0.2967864454
693	0.2967370938
694	0.296706453
695	0.2966896135
696	0.2966729304
697	0.2966467486
698	0.2966200509
699	0.2966042335
700	0.2965673231
701	0.2965433815
702	0.2965282583
703	0.2965056726
704	0.2964528266
705	0.2964143523
706	0.2963727565
707	0.2963343381
708	0.2963098699
709	0.296291756
710	0.296256588
711	0.2962157052
712	0.2961805315
713	0.2961709907
714	0.2961414906
715	0.2961154872
716	0.2960982875
717	0.2960698068
718	0.2960426524
719	0.2960174319
720	0.2959742574
721	0.2959461285
722	0.2959013338
723	0.2958804112
724	0.2958635528
725	0.295839273
726	0.2957775342
727	0.295750217
728	0.2956865011
729	0.2956477819
730	0.2956274031
731	0.2956097947
732	0.2955690909
733	0.295546122
734	0.2955017293
735	0.2954767735
736	0.2954331187
737	0.29540439
738	0.2953779988
739	0.295344657
740	0.2953188112
741	0.2952957764
742	0.2952835201
743	0.2952597591
744	0.2952151799
745	0.295177175
746	0.2951621633
747	0.2951439418
748	0.2951154335
749	0.2950787037
750	0.2950550117
751	0.2950308042
752	0.294997975
753	0.2949570139
754	0.2949297064
755	0.2949080865
756	0.2948875126
757	0.2948645824
758	0.2948411255
759	0.2948293902
760	0.2947939874
761	0.2947792441
762	0.2947628721
763	0.2947276839
764	0.2946993635
765	0.2946729326
766	0.2946627239
767	0.2946249371
768	0.2946039984
769	0.2945854013
770	0.2945655976
771	0.2945397992
772	0.2945194552
773	0.294507024
774	0.2944740925
775	0.294434799
776	0.2943990701
777	0.2943670921
778	0.294352224
779	0.2943168666
780	0.2943058218
781	0.294288492
782	0.2942636817
783	0.2942372756
784	0.2942170882
785	0.2941702393
786	0.2941450711
787	0.29412835
788	0.294095048
789	0.2940616155
790	0.2940028654
791	0.293971469
792	0.2939462724
793	0.2939069675
794	0.2938778265
795	0.2938429439
796	0.2938281704
797	0.2938002399
798	0.2937762807
799	0.2937602177
800	0.2937297368
801	0.2937115215
802	0.2936880936
803	0.293664382
804	0.2936288675
805	0.2935982223
806	0.2935701238
807	0.2935492981
808	0.2935224816
809	0.2935072779
810	0.2934957754
811	0.2934758055
812	0.293452366
813	0.2934263008
814	0.2933958461
815	0.2933780623
816	0.2933583049
817	0.2933457417
818	0.2933300784
819	0.2932995046
820	0.2932758651
821	0.293264921
822	0.2932387992
823	0.2932051052
824	0.2931906292
825	0.2931546062
826	0.2931210043
827	0.2930968855
828	0.2930862273
829	0.2930513953
830	0.2930402913
831	0.2930069032
832	0.2929802352
833	0.2929637336
834	0.292933517
835	0.2929139073
836	0.292894088
837	0.2928756155
838	0.2928557947
839	0.2928334495
840	0.2927950831
841	0.2927677985
842	0.2927414921
843	0.2927275826
844	0.2927094546
845	0.292675319
846	0.2926461181
847	0.2926015442
848	0.29258192
849	0.2925658382
850	0.2925321412
851	0.2925144312
852	0.2924943669
853	0.2924733341
854	0.2924499041
855	0.2924034721
856	0.2923741851
857	0.2923677771
858	0.2923437226
859	0.2923196052
860	0.2922968449
861	0.2922759589
862	0.2922478738
863	0.2922316615
864	0.2921904742
865	0.2921623717
866	0.2921396497
867	0.2921200321
868	0.292095282
869	0.292066712
870	0.292031843
871	0.2920139869
872	0.2919805731
873	0.2919445264
874	0.291928235
875	0.2919165555
876	0.2918892829
877	0.2918509815
878	0.2918201912
879	0.2918065146
880	0.2917816664
881	0.291771438
882	0.2917551533
883	0.2917334693
884	0.291709151
885	0.2916941834
886	0.2916572347
887	0.2916352971
888	0.2916114408
889	0.2915896861
890	0.2915658697
891	0.2915390542
892	0.2915040943
893	0.2914801309
894	0.2914669831
895	0.2914497484
896	0.2914290019
897	0.2914065013
898	0.2913777903
899	0.2913581443
900	0.291336296
901	0.2913088766
902	0.291278156
903	0.2912596101
904	0.2912388876
905	0.2912022442
906	0.291181525
907	0.2911636108
908	0.2911275291
909	0.2910975057
910	0.291069009
911	0.2910418184
912	0.2910255848
913	0.2910056898
914	0.290979134
915	0.2909455756
916	0.2909309514
917	0.2909125044
918	0.2908976898
919	0.2908634981
920	0.2908512938
921	0.2908353482
922	0.2908002285
923	0.2907716226
924	0.2907599439
925	0.2907356487
926	0.2907210409
927	0.2907077843
928	0.2906911415
929	0.2906705146
930	0.2906514531
931	0.2906357124
932	0.2906152495
933	0.290595061
934	0.2905873651
935	0.2905722569
936	0.2905382591
937	0.2905162904
938	0.2904847068
939	0.2904683174
940	0.2904541532
941	0.2904364127
942	0.2904114694
943	0.2903891017
944	0.2903750364
945	0.290354488
946	0.2903351675
947	0.2902982123
948	0.2902722289
949	0.2902434965
950	0.2902191393
951	0.2901796585
952	0.2901602935
953	0.2901405994
954	0.2901184091
955	0.2901031464
956	0.2900810578
957	0.2900661723
958	0.2900541518
959	0.2900420329
960	0.2900261986
961	0.2900145904
962	0.2900022771
963	0.2899611295
964	0.2899291533
965	0.289916355
966	0.2898913745
967	0.2898729338
968	0.289845464
969	0.289817228
970	0.2897850724
971	0.2897708553
972	0.2897488256
973	0.289737811
974	0.289718957
975	0.2896857834
976	0.2896689488
977	0.2896519908
978	0.2896273859
979	0.2895992522
980	0.2895852277
981	0.2895512913
982	0.2895298569
983	0.2895095541
984	0.2894896344
985	0.2894643528
986	0.28944712
987	0.2894015604
988	0.2893843396
989	0.2893686615
990	0.289335927
991	0.2893024534
992	0.2892805175
993	0.2892567466
994	0.2892457377
995	0.2892207146
996	0.2892082371
997	0.2891963719
998	0.2891577123
999	0.2891351499
73
999	0.2917947159
